20240208230329
	numbers	1000	0.295029502950295	0.9154915491549155	0.9957995799579958	20240208202456	0	300	30.0	3.3333333333333335e-05	10000	0.33333333333333337	
	numbers	1000	0.3770754150830166	0.9657931586317263	0.995999199839968	20240208193205	0	1	0.1	0.01	5000	50	
	numbers	1000	0.31826365273054613	0.9469893978795759	0.9903980796159232	20240208193813	0	5	0.5	0.01	5000	50	
	numbers	1000	0.29062906290629065	0.9428942894289429	0.9965996599659966	20240208194212	0	5	0.5	0.002	10000	20	
	numbers	1000	0.31493149314931496	0.9165916591659166	0.997999799979998	20240208200553	0	3	0.30000000000000004	0.002	10000	20	
	numbers	1000	0.24642464246424642	0.9332933293329333	0.9940994099409941	20240208200837	0	10	1.0	0.002	10000	20	
	numbers	1000	0.3643377625375054	0.9734247749678525	0.9971424489212745	20240208201129	0	10	1.0	0.002	7000	14.0	
	numbers	1000	0.39005572224603513	0.9491355907986855	0.9969995713673382	20240208201332	0	20	2.0	0.002	7000	14.0	
	numbers	1000	0.31047292470352905	0.9128446920988713	0.978854122017431	20240208201534	0	50	5.0	0.002	7000	14.0	
	numbers	1000	0.312031203120312	0.9680968096809681	0.990999099909991	20240208201907	0	50	5.0	0.0002	10000	2.0	
	numbers	1000	0.3217321732173217	0.9304930493049305	0.9965996599659966	20240208202204	0	100	10.0	0.0001	10000	1.0	
